,token,count
9849,보복,3
9850,차선,2
9851,심햇,1
9852,답시고,1
9853,욕설,1
9854,상납,2
9855,바들바들,1
9856,깡패,3
9857,말라야,1
9858,말그라잉,1
9859,싱싱하다,2
9860,학벌,2
9861,병헌,2
9862,동경,1
9863,운동선수,3
9864,이연희,2
9865,비례,1
9866,장문,1
9867,리가,4
9868,쑥쑥,1
9869,ㄷㄷㄷㄷ,2
9870,최진혁,4
9871,헬조선,2
9872,걸보뎅,1
9873,노고,1
9874,획사,1
9875,궁딩,1
9876,유시민,3
9877,구안,2
9878,이창동,1
9879,피쉬,1
9880,닭살,1
9881,고하,1
9882,너는내운명,1
9883,왓으,1
9884,ㅋㅋㄱㅋㅋ,1
9885,오타쿠,1
9886,개빻,1
9887,잔,3
9888,패배,3
9889,갈증,1
9890,실감,1
9891,레알,1
9892,장땡,2
9893,개차반,1
9894,기술자,1
9895,시발,4
9896,김민정,1
9897,통역관,1
9898,무연,1
9899,글구,1
9900,딩,1
9901,미연,1
9902,으론,5
9903,죵답,1
9904,역활,1
9905,매다,2
9906,조여정,4
9907,트라우마,1
9908,지지마,1
9909,해이해,1
9910,특이하다,3
9911,상치,1
9912,나문희,1
9913,압승,1
9914,이계인,1
9915,이덕화,1
9916,열연,1
9917,천주,1
9918,신한,1
9919,일종,1
9920,직장,5
9921,쩌,4
9922,학과,1
9923,연대,2
9924,학력,2
9925,낮짝,1
9926,연세,1
9927,생계,2
9928,...(,1
9929,훈수,1
9930,주부,1
9931,집안일,1
9932,바퀴,1
9933,자극제,1
9934,챗,1
9935,아이템,1
9936,웃,4
9937,아싱해짐,1
9938,훨남,1
9939,슈언,1
9940,효성,1
9941,연약하다,1
9942,고스톱,1
9943,노동자,2
9944,수첩,1
9945,휩쓸다,1
9946,일병,1
9947,특혜,2
9948,부티,1
9949,싸대기,2
9950,차단,1
9951,분노,1
9952,정싱좀,1
9953,귀감,1
9954,위대하다,2
9955,똘망똘망한,1
9956,깃습니,1
9957,간사,1
9958,정치계,1
9959,투자,3
9960,천치,1
9961,방식,2
9962,시치미,2
9963,지석진,1
9964,떠받다,1
9965,대우,2
9966,소란,1
9967,호,1
9968,연우진,1
9969,엄청쩠,1
9970,재취,1
9971,넘재밋음,1
9972,연정훈,1
9973,가난하다,4
9974,켄데,1
9975,돠,1
9976,루즈,1
9977,감바때,1
9978,연희,1
9979,열두달,1
9980,말종,1
9981,오십,1
9982,남부럽다,1
9983,횽님홧팅,1
9984,승려,1
9985,가즈앙,1
9986,혈,1
9987,염정아,3
9988,이태란,1
9989,화신,1
9990,친딸,1
9991,20회,1
9992,환갑,1
9993,부끄럼,1
9994,터치,2
9995,여자아이,1
9996,걸어오다,3
9997,하얗다,2
9998,카페,2
9999,영자,2
10000,김지철,1
10001,든든하다,1
10002,광우병,2
10003,일주일,3
10004,;;;;;,1
10005,진지,3
10006,어쩌고저쩌고,2
10007,탐지기,1
10008,기오,1
10009,수위,1
10010,전성기,4
10011,붓감,1
10012,고루,1
10013,브라운관,1
10014,가족사진,1
10015,♥♥,1
10016,이던,5
10017,끝장,1
10018,가로,1
10019,형석,1
10020,그라나다,1
10021,예서,5
10022,김혜윤,1
10023,케어,1
10024,예술가,1
10025,잘불르다,1
10026,생겻다,1
10027,혹은,1
10028,예인,1
10029,브이,1
10030,앱,1
10031,날씬,1
10032,에르메스,1
10033,물보,1
10034,가방,1
10035,에디킴,2
10036,뜨끔하다,1
10037,조혜련,2
10038,포함,5
10039,박미선,1
10040,쪽빨,1
10041,쪽발이,2
10042,똥짜루,1
10043,난쨍,1
10044,샷,1
10045,이상형,2
10046,스위치,1
10047,프로보,1
10048,원빈,2
10049,닮은꼴,1
10050,옜날,1
10051,케롤,1
10052,별일,2
10053,감형,1
10054,".""",1
10055,atp,1
10056,ost,2
10057,쌩목,1
10058,휴지,1
10059,쌀,2
10060,가마니,1
10061,양상,1
10062,하오,1
10063,잼남,1
10064,은수,1
10065,밍아웃,1
10066,박효섭,1
10067,진유,1
10068,대매,1
10069,잘봣습니,1
10070,종혁자,1
10071,아쉬웟,1
10072,집사부,2
10073,하이라이트,1
10074,굿굿,1
10075,12시간,1
10076,일하고,1
10077,잠자다,1
10078,멸망하다,1
10079,너와나,1
10080,파리,1
10081,오늘밤,1
10082,모가지,2
10083,✔,1
10084,오랫동안,1
10085,의젓하다,1
10086,재야,2
10087,오랫,1
10088,무기,1
10089,세균,1
10090,오션,2
10091,곱상하다,1
10092,24/7,1
10093,장하다,2
10094,오승환,1
10095,때뮤,1
10096,졸렬하다,1
10097,오심,1
10098,억닥위,1
10099,씹선비,3
10100,꿀꺽,1
10101,tmi,2
10102,불변,1
10103,오우,1
10104,기입,1
10105,껄끄러운,1
10106,절묘하다,2
10107,한일관계,1
10108,백색,1
10109,요청,2
10110,하루아침,3
10111,마비,1
10112,모금,1
10113,헛발질,1
10114,저능,2
10115,오진영,1
10116,인턴,2
10117,싫증,1
10118,이채,6
10119,완죤,1
10120,짜이다,1
10121,각본,1
10122,움직이다,2
10123,퐉,1
10124,피고인,1
10125,은씨,1
10126,려니,1
10127,오초희,1
10128,수난,1
10129,캐롤,1
10130,남피,1
10131,헤니,1
10132,오현경,1
10133,나마,2
10134,협,1
10135,은진,1
10136,독일,2
10137,언론인,1
10138,옥,2
10139,온니유,1
10140,온유,2
10141,.????,1
10142,안과,1
10143,침침하다,1
10144,단벌,1
10145,어머님,1
10146,시트콤,1
10147,강아지,4
10148,오마이갓,1
10149,늙다리,1
10150,너거,2
10151,새내기,1
10152,ㅌ,2
10153,김경진,1
10154,박미경,1
10155,너므,1
10156,ㅋㅋㅌㅋㅋㅋㅋㅋㅋ,1
10157,가요제,1
10158,개쩌,1
10159,후유증,1
10160,외챴는데,1
10161,조졋다,1
10162,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2
10163,뱅규,1
10164,엠비씨,1
10165,다시봣다,1
10166,갈기,1
10167,뎃글,1
10168,온통,3
10169,장고,1
10170,가을,1
10171,왕년,1
10172,요정,2
10173,단타,1
10174,젼나,1
10175,생얼,1
10176,전제,1
10177,날뛰다,1
10178,제리케이,1
10179,페미니스트,2
10180,자칭,1
10181,1000,1
10182,궁나,1
10183,미터,1
10184,ko,1
10185,완주,1
10186,다소,1
10187,개폼,1
10188,완벽,1
10189,밋밋하다,1
10190,형제,4
10191,그레이,3
10192,민간,1
10193,사찰,1
10194,홍일점,1
10195,믓저,1
10196,난왜안,1
10197,젖가슴,1
10198,와우,3
10199,와이키키,1
10200,순하다,1
10201,조캣따,1
10202,죽어줫으,1
10203,률좀,1
10204,았,3
10205,사기죄,1
10206,소환,3
10207,환수,1
10208,원금,1
10209,박탈,1
10210,형살,1
10211,왈왈,1
10212,등록,1
10213,남상미,1
10214,왕빛나,1
10215,비슷,1
10216,일본드라마,1
10217,귀환,1
10218,~!!~,1
10219,왕지혜,1
10220,34,1
10221,왕진,1
10222,진부,1
10223,라이벌,1
10224,오합지졸,1
10225,여실히,1
10226,똥파리,1
10227,여섯,1
10228,미이라,1
10229,폐암,1
10230,맥략,1
10231,홍선영,1
10232,천진난만하다,1
10233,박용하,1
10234,휴학,1
10235,cc,1
10236,런닝,1
10237,피플,1
10238,다임,1
10239,우쭈,1
10240,대수롭다,1
10241,부풀리다,2
10242,때우다,1
10243,죕,1
10244,남장,1
10245,차별,4
10246,표적,3
10247,상복,2
10248,달뒤,1
10249,몰래,2
10250,어쪄려,1
10251,늘겅,1
10252,생사,1
10253,불명,1
10254,허망,1
10255,....??,1
10256,병역,1
10257,스케줄,2
10258,이나지나서,1
10259,참변,1
10260,잘버시,1
10261,다자,1
10262,뺑,1
10263,해안가,1
10264,왜놈,1
10265,아시냐,1
10266,호철,1
10267,민경,1
10268,~?!?!,1
10269,갑론,1
10270,졋누,1
10271,세련되다,1
10272,분도,1
10273,내사,1
10274,❤️❤️❤️,2
10275,ㅁㅊㅈㄴ,1
10276,ㄸ,1
10277,핸섬쪽,1
10278,주더,1
10279,콜,1
10280,갑질,2
10281,해댐,1
10282,기피,1
10283,낙인찍다,1
10284,하찮다,1
10285,직종,1
10286,외면,1
10287,꼬임,1
10288,니넨,2
10289,무의식,1
10290,말임,1
10291,존못,3
10292,체격,1
10293,오른쪽,2
10294,요뇬,1
10295,오바쩌,1
10296,요리사,1
10297,마저도,1
10298,김차,1
10299,혼전,3
10300,dduk,1
10301,jill,1
10302,쇼미더머니,1
10303,재범,1
10304,진국,4
10305,랰,1
10306,뿅뿅,1
10307,인신,1
10308,러블,1
10309,로치,1
10310,남한,2
10311,툭하면,2
10312,꼬맹쓰들,1
10313,애첩,1
10314,대루,1
10315,진용,1
10316,생물,1
10317,포,1
10318,르노,2
10319,52-23,1
10320,~!?,1
10321,갘은데,1
10322,험담,2
10323,바람직하다,1
10324,후학,2
10325,종편,1
10326,일절,1
10327,점포,1
10328,진보면,1
10329,버스정류장,1
10330,코카콜라,1
10331,콤,1
10332,시안,1
10333,역행,1
10334,반려동물,1
10335,분노하다,1
10336,능,1
10337,왜안,1
10338,돋보이다,4
10339,190,1
10340,태생,3
10341,여유,2
10342,나윤서,1
10343,이상아,2
10344,<-,1
10345,황은정,1
10346,콘돔,2
10347,버르장머리,1
10348,요지경,1
10349,짐애,1
10350,힘들겄다,1
10351,돈맛,2
10352,용두사미,1
10353,용병,1
10354,용석,1
10355,ㅏㅏㅏ,1
10356,가인,2
10357,민지,1
10358,믹키,1
10359,팔지마다,1
10360,보통사람,1
10361,장훈,1
10362,욧,1
10363,에이핑크,1
10364,쇠퇴하다,1
10365,고달프다,1
10366,기술,1
10367,실로,1
10368,김혜자,1
10369,줄때,1
10370,상감,1
10371,장유유서,1
10372,기침,1
10373,상폐녀,2
10374,불끈함,1
10375,선정,2
10376,l,1
10377,뜻임,1
10378,주적,2
10379,독도문제,1
10380,찜,1
10381,태희,2
10382,뇌절온,1
10383,타나,1
10384,뭐하캬,1
10385,우비다,1
10386,과소,1
10387,디아크,1
10388,아베,2
10389,우아,1
10390,생시,1
10391,멸망,1
10392,집권,1
10393,지오,2
10394,하림,1
10395,......................,1
10396,김영삼,1
10397,노태우,1
10398,훗날,1
10399,가까워지다,1
10400,알라,1
10401,그러쿠,1
10402,박사,2
10403,우하하,1
10404,뷰,2
10405,백방,1
10406,모닝,1
10407,ㅠㅠㅠㅠㅠㅠ,3
10408,갠차다,1
10409,ㅇㅈㅅ,1
10410,데이터,1
10411,실패,1
10412,ts,1
10413,딴다,1
10414,적자,1
10415,엔터테인먼트,1
10416,김태송,1
10417,찍었다,1
10418,레파토리였,1
10419,당췌,3
10420,한눈팔다,1
10421,피곤,1
10422,마땅,1
10423,마지막여행,1
10424,영주,1
10425,영주고,1
10426,시놉,1
10427,차승원,1
10428,아산,1
10429,고향,2
10430,원주,1
10431,감사패,1
10432,장동민,2
10433,세준,1
10434,인준,1
10435,원진,1
10436,가혹하다,1
10437,꼰데,1
10438,테이블,4
10439,일수,2
10440,소꿉,1
10441,지방,4
10442,원호,2
10443,200,1
10444,구차하다,1
10445,지붕,1
10446,개업,1
10447,웃음소리,1
10448,월드컵,1
10449,박선영,1
10450,해변,1
10451,천진,1
10452,양철,1
10453,호이안,1
10454,이의,2
10455,선영,1
10456,월트디즈니,1
10457,범사,1
10458,강건,1
10459,보혈,1
10460,영혼,4
10461,지시,2
10462,도합,1
10463,문슬람,1
10464,위대,1
10465,한쇼,1
10466,벤틀리,1
10467,유감,1
10468,패소,1
10469,유강,1
10470,-!!!!,1
10471,유건,2
10472,-!!,1
10473,복수심,1
10474,알음,1
10475,유권,2
10476,씨부리다,2
10477,뭣,2
10478,머글,1
10479,병크,1
10480,접,3
10481,유노윤호,1
10482,마이,3
10483,족족,1
10484,칭송,1
10485,폭팔,1
10486,건딜다,1
10487,마리텔,1
10488,추태,1
10489,레이싱걸,1
10490,따먹다,2
10491,대초,1
10492,반띵,1
10493,유민상,2
10494,코다리,1
10495,유산슬,1
10496,유승민,1
10497,비열하다,1
10498,유승준,4
10499,궤변,1
10500,유죄,1
10501,유시춘,2
10502,모발,1
10503,반입,1
10504,밀,1
10505,유역비,1
10506,유영,2
10507,고약하다,1
10508,대물,1
10509,아이디어,1
10510,나날이,1
10511,악플량,1
10512,유인나,2
10513,10위안,1
10514,시킴,1
10515,객관성,1
10516,부덜부덜,1
10517,요렇게,1
10518,흥행,1
10519,고사하고,1
10520,스럽지도,3
10521,꽈,1
10522,~~~~?,1
10523,정해지다,1
10524,번복,1
10525,전소민,5
10526,지각,1
10527,돌씽,1
10528,유책,1
10529,다닐껀데,1
10530,그림,2
10531,활력소,1
10532,퍼뜨렸음,1
10533,유포자,2
10534,여론조작,1
10535,킴,1
10536,레스토랑,2
10537,정훈희,1
10538,유유,1
10539,꿀쟁,1
10540,추리,1
10541,초상,1
10542,욕질,1
10543,코피,2
10544,개지,1
10545,육두문자,1
10546,육성재,2
10547,육종,1
10548,세분,1
10549,끝낫,1
10550,완도,1
10551,중환,1
10552,조강지처,2
10553,윤계상,1
10554,타이거,1
10555,꿍,1
10556,번거,1
10557,윤민수,1
10558,시시,1
10559,정우성,11
10560,유엔,2
10561,때때로,1
10562,니야,1
10563,윤성한,1
10564,차분하다,2
10565,도도하다,2
10566,홍콩,3
10567,보드,2
10568,베프,1
10569,윤시윤,1
10570,사안,1
10571,갱,1
10572,윤식당,2
10573,태호,1
10574,컵,2
10575,경로당,2
10576,윤은혜,3
10577,꺄,1
10578,진씨,1
10579,윤정수,2
10580,하성,1
10581,승소,2
10582,윤진이,4
10583,김예원,1
10584,써니,2
10585,패거리,1
10586,게이트,1
10587,vip,1
10588,;;;;;;;;;;,1
10589,펭수,1
10590,ㅡㅇ,1
10591,코맹맹,1
10592,박신양,2
10593,오메,1
10594,얄미웡,1
10595,괴,1
10596,the,1
10597,윽,1
10598,옷발,1
10599,은섬,2
10600,홀릭,1
10601,펼쳐지다,1
10602,왜년,1
10603,최종,1
10604,규,1
10605,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,1
10606,산불,2
10607,이왕이면,2
10608,됫짜,1
10609,포토샵,1
10610,허버,1
10611,심리치료,1
10612,!?..,1
10613,혼외자,2
10614,송미나,1
10615,퍼즐,1
10616,하재웅,1
10617,체널,3
10618,음방,1
10619,까다롭다,1
10620,오이지,2
10621,퀄,1
10622,사중,1
10623,음정,1
10624,호란,4
10625,면죄부,2
10626,0.1,1
10627,무리수,2
10628,빠놔갖,1
10629,학폭레기,1
10630,좊,1
10631,안시성,1
10632,응당,1
10633,서든,1
10634,뭐시기,1
10635,응암동,1
10636,우습다,1
10637,응애,1
10638,용다,2
10639,용진,1
10640,너무나도,1
10641,.~,1
10642,느님,1
10643,한의사,6
10644,ㅇㄱ,1
10645,퉷,1
10646,팀워크,1
10647,수능,1
10648,한잔,2
10649,회식,1
10650,상사,1
10651,".,..",1
10652,지로,1
10653,_,2
10654,81%,1
10655,정시아,1
10656,배기,3
10657,튀기다,1
10658,전생,3
10659,운명,2
10660,오늘이,1
10661,미란,1
10662,문제점,1
10663,인색,1
10664,리나,1
10665,동일하다,1
10666,너넨,1
10667,이실,1
10668,30%,1
10669,동물의왕국,1
10670,청승,1
10671,통뼈,1
10672,출세,1
10673,일명,1
10674,동아여고,1
10675,매점,1
10676,2001년,1
10677,끼어들다,1
10678,지지다,2
10679,개봉,1
10680,뭘더,1
10681,밀려오다,1
10682,일제,1
10683,국교,1
10684,코드,1
10685,동학혁명,1
10686,동학,1
10687,반일,2
10688,탄압,1
10689,늬,1
10690,눈길,1
10691,불리하다,2
10692,지배,2
10693,옮으,1
10694,숭,1
10695,유투브,3
10696,반년,1
10697,퇴물놈,1
10698,해먹어도,1
10699,쓰레들,1
10700,토착,4
10701,와의,1
10702,世,1
10703,친일,1
10704,끼들,1
10705,왜구,4
10706,밀정,1
10707,양치기,1
10708,파렴치,1
10709,잠자코,1
10710,재우다,1
10711,영국드라마,1
10712,광곤줄,1
10713,모하,1
10714,숙제,1
10715,방학,1
10716,쏙,2
10717,가령,1
10718,터트린거,1
10719,사골,1
10720,또세끼,1
10721,시리즈,2
10722,11회,1
10723,",,,;;",1
10724,대서,1
10725,상종,3
10726,짝애,1
10727,관성,2
10728,생전,1
10729,포르투갈,1
10730,숙기,1
10731,폇어,1
10732,단국대,1
10733,한체대,1
10734,조수훈,1
10735,구별,1
10736,혈액암,2
10737,재발,2
10738,희박하다,1
10739,항암제,1
10740,불타다,2
10741,다됫,1
10742,슈만,1
10743,시들하다,1
10744,거전,1
10745,6회,1
10746,현씨,1
10747,김정수,1
10748,숨소리,1
10749,작가라,1
10750,걱정스럽다,1
10751,뇌구조,1
10752,권유,1
10753,대인관계,1
10754,븅딱들,1
10755,귀신,2
10756,민박,1
10757,쫓아내다,1
10758,https://youtu.be/4mwskwum3wy,1
10759,살풀이,1
10760,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
10761,부축,1
10762,열사,2
10763,안됫으믄,1
10764,코러스,1
10765,판정,2
10766,음치,1
10767,단도,1
10768,실언,2
10769,번인,1
10770,인식,2
10771,보편,1
10772,투영,1
10773,헤프닝,1
10774,츳,1
10775,비유,2
10776,게왜,2
10777,이규한,1
10778,ㅎㅎㅎㅎㅎ,2
10779,안변,1
10780,초집,1
10781,미첬음,1
10782,이종석,9
10783,안일,1
10784,양희은,1
10785,힘빠지다,1
10786,돈돈,1
10787,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
10788,근황,1
10789,꼬셧을,1
10790,위자료,3
10791,깜냥,1
10792,이돈,1
10793,ㅡhttp://antijms.net,1
10794,전이,1
10795,이동건,1
10796,이동우,1
10797,약해지다,1
10798,시력,1
10799,이외,2
10800,완죤멋찜,1
10801,예감,1
10802,칙칙하다,1
10803,잼없다했드,1
10804,이따가,1
10805,뎨,1
10806,코인,1
10807,최율,1
10808,남경,1
10809,이떄,1
10810,이랬는데,1
10811,비치,1
10812,보건,1
10813,붓기,1
10814,형설,1
10815,무명도,1
10816,빔,1
10817,주네,1
10818,신파극,2
10819,기획,1
10820,추첨,1
10821,암퇘지,1
10822,꿍짝,1
10823,더빨,1
10824,약물,1
10825,비트,2
10826,포맷,1
10827,차별성,1
10828,30/40,1
10829,해외여행,3
10830,처가,1
10831,공수,1
10832,식도,1
10833,감지덕지,1
10834,먹듯,2
10835,의부증,2
10836,늠,1
10837,다니곘,1
10838,곘,1
10839,하고프다,2
10840,아빠버프,1
10841,지망,1
10842,박도,1
10843,시새다,1
10844,호평,1
10845,ㅈㅣㅋㅋㅋㅋ,1
10846,성노예,2
10847,ㅠㅡㅠ,1
10848,재밋을수,1
10849,제주도,5
10850,꼭두각시,1
10851,이루,1
10852,부고,1
10853,홍수,1
10854,하옵다,1
10855,놓이다,1
10856,개쇼,1
10857,정신승리,1
10858,차주혁,1
10859,만족하다,1
10860,탈옥,1
10861,패륜,1
10862,개싸움,1
10863,너덜너덜,1
10864,사법부,1
10865,후진,1
10866,쥬니어,1
10867,왑피,1
10868,참석,2
10869,http://naver.me/5h07ulzu,1
10870,연우,1
10871,제작사,1
10872,패인,1
10873,ㅊㅋ,2
10874,무가,1
10875,이민기,2
10876,기보,1
10877,쉬폰,1
10878,전에,2
10879,원피스,1
10880,5년,2
10881,수현,1
10882,ㅜㅠㅜ,1
10883,밥큐,1
10884,남임,1
10885,이발,1
10886,뭐함,2
10887,경로,3
10888,우대,1
10889,노오,1
10890,기한,1
10891,서부,1
10892,인디언,1
10893,지주,1
10894,세기말,1
10895,학살,1
10896,자국,1
10897,풍금,1
10898,사부로,2
10899,이보람,1
10900,이본,1
10901,인간극장,1
10902,거탑,1
10903,하얀거탑,1
10904,순산,3
10905,선남선녀,1
10906,이정,1
10907,편의,1
10908,끝판,1
10909,출발,2
10910,이닌,1
10911,생트집,1
10912,이안,2
10913,나오니,3
10914,먜,1
10915,견적,1
10916,심통,1
10917,~~!!!!!,1
10918,이쁘닌까,1
10919,인덕,1
10920,이사배,1
10921,일본어,1
10922,za,1
10923,자지,1
10924,zi,1
10925,홍섭,1
10926,이상봉,1
10927,엮,2
10928,이상엽,1
10929,바치다,2
10930,체크,2
10931,오누이,1
10932,아보,5
10933,비스듬하,1
10934,돌변,1
10935,신가,1
10936,벌어지다,2
10937,김지미,1
10938,애비,2
10939,김대,1
10940,재방송,1
10941,사심,1
10942,이산,1
10943,김진호,1
10944,이선균,1
10945,앓다,1
10946,안타,1
10947,부턴,1
10948,도나,1
10949,이선정,2
10950,시드라,1
10951,졸귀,1
10952,훨낫다,1
10953,띙구렇,1
10954,눈알,1
10955,이쁭거,1
10956,남여,2
10957,이성우,3
10958,꼬랑내,1
10959,이성욱,2
10960,실리다,1
10961,놀란,1
10962,이세창,1
10963,!!!.....,1
10964,엄정화,1
10965,최진실,2
10966,겉도,1
10967,홍진경,3
10968,준희,5
10969,싹수,1
10970,이소연,1
10971,기선,1
10972,서유기,1
10973,불쾌하다,1
10974,얼매,1
10975,먹엇으,1
10976,쉐,1
10977,텃세,1
10978,머릿속,1
10979,록,1
10980,이승,1
10981,들추다,1
10982,패밀리,3
10983,똥덩어리,1
10984,닥터,1
10985,팬미팅,2
10986,사오,1
10987,사원,2
10988,뇌사상태,1
10989,협의,1
10990,홍천,1
10991,번고,1
10992,들차다,1
10993,타율,1
10994,군자,1
10995,하노,1
10996,먼훗날,1
10997,공안,1
10998,밀실,1
10999,~',1
11000,혓바닥,1
11001,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
11002,한역,1
11003,3000만원,1
11004,달라붙다,1
11005,입천장,1
11006,쩍쩍,1
11007,굵다,1
11008,콧구멍,1
11009,고아원,1
11010,하연,1
11011,치사,1
11012,들고나다,1
11013,자업자득,1
11014,스케일,1
11015,뿌,1
11016,❤️❤️,2
11017,무리하다,3
11018,머임,1
11019,만물,1
11020,이예림,1
11021,트럭,1
11022,청자,2
11023,벌벌,1
11024,미키,1
11025,위키,1
11026,타짜,1
11027,라임,1
11028,돌싱,2
11029,이완,3
11030,"??,",1
11031,쟈,3
11032,어잿거,1
11033,이윤성,1
11034,이은희,1
11035,개명,2
11036,이이경,1
11037,인생쫑났,1
11038,관심사,1
11039,이장우,1
11040,버스터,1
11041,블럭,1
11042,끝물,2
11043,묵은지,1
11044,호군,1
11045,까지라도,1
11046,130만,1
11047,테로,1
11048,조형,1
11049,어쩌나,1
11050,주기도,2
11051,자숙했다,1
11052,블쌍한척,1
11053,팁,2
11054,빚쟁이,1
11055,꼬시면,1
11056,탁재훈,7
11057,할망구,1
11058,풍만,1
11059,간당간당,1
11060,아라,1
11061,홀로,1
11062,맵다,1
11063,내야,1
11064,기기,1
11065,손익,1
11066,별놈,1
11067,반점,2
11068,맹구,1
11069,발작,1
11070,흘러가다,2
11071,러들,1
11072,종현,2
11073,이주승,1
11074,정소민,2
11075,이준,3
11076,까메오,1
11077,이지은,2
11078,이준기,2
11079,이지아,1
11080,엊그제,1
11081,이진숙,1
11082,이집,1
11083,이창훈,1
11084,이채연,2
11085,ab,1
11086,혈액형,1
11087,덴,1
11088,오씨,1
11089,돌진,1
11090,발리,3
11091,축구인,1
11092,모짜렐라,1
11093,마리,2
11094,이태리,1
11095,치즈,1
11096,피자,4
11097,심플,1
11098,터전,1
11099,실례,1
11100,다대,1
11101,하숙,1
11102,수연,4
11103,투머치,1
11104,무덤,1
11105,이하이,2
11106,뚱보일뿐,1
11107,목어,1
11108,못하겟,1
11109,자아,1
11110,박가원,1
11111,ㆍㆍ,1
11112,이혜원,1
11113,러는거,1
11114,이혜정,1
11115,예뽀,1
11116,즈,2
11117,리모컨,1
11118,혜정,1
11119,똑같드,1
11120,",..,",1
11121,캬,3
11122,만두,2
11123,유고,1
11124,걸이,1
11125,효리야,1
11126,상순이,1
11127,소주,1
11128,암만,1
11129,평범,1
11130,휘재,2
11131,주니어,1
11132,급상승,1
11133,버마,1
11134,띨,1
11135,ㅎㅌㅊ,1
11136,널렸다,1
11137,인제,2
11138,솟다,1
11139,보상금,1
11140,2억,2
11141,주고,1
11142,집값,1
11143,2.3억,1
11144,사칭,2
11145,전관예우,1
11146,무크,1
11147,결단,1
11148,베놈,1
11149,르토,1
11150,퀴,1
11151,정상화,1
11152,av,2
11153,원숭이,3
11154,친절하다,1
11155,일본사람,1
11156,영주권,1
11157,유도,2
11158,대화,2
11159,쪾,1
11160,털년,1
11161,현장,2
11162,업힐때,1
11163,계단,2
11164,일장기,2
11165,폄훼하,1
11166,동질감,1
11167,일화,1
11168,정력,1
11169,주체,1
11170,ㅈㄷㅁ,1
11171,ㄷㄷㄷㄷㄷㄷ,1
11172,ㅜㅜㅜ,6
11173,대구,1
11174,박히다,2
11175,김순옥,2
11176,임성한,1
11177,오브,1
11178,임세령,1
11179,복찬,1
11180,칼질,1
11181,몰상식하다,1
11182,음역,1
11183,옹알옹알,1
11184,저음,1
11185,롱런,2
11186,맴돌다,1
11187,임예진,1
11188,개년,1
11189,구역질,3
11190,아까버,1
11191,만족감,1
11192,허송,1
11193,쪼개다,1
11194,홀림,1
11195,랑스,1
11196,무사,1
11197,임현,1
11198,뇨,2
11199,연때,1
11200,대전,1
11201,에프터스쿨,1
11202,입원,1
11203,상병,1
11204,계급,1
11205,‼️‼️‼️‼️‼️‼️‼️‼️,2
11206,어장,1
11207,하등,1
11208,출근,1
11209,자고로,1
11210,전후,1
11211,골반,1
11212,자궁,2
11213,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
11214,출혈,1
11215,효과,1
11216,단절됫다,1
11217,자동차,3
11218,대답,2
11219,잠꼬대,1
11220,성현,1
11221,성조기,1
11222,vj,1
11223,자본주의,1
11224,구천,1
11225,무례하다,2
11226,자연미인,2
11227,맞선,1
11228,자전차,1
11229,엄복동,1
11230,왘,1
11231,자판기,1
11232,음료,1
11233,역관,1
11234,처름,1
11235,오름,1
11236,재주,1
11237,그럴듯하다,1
11238,왕식,2
11239,반영,1
11240,민순,1
11241,경이,1
11242,다뭉게져,1
11243,똥궈,1
11244,보다도,1
11245,딱지,1
11246,주목,1
11247,뜻대로,1
11248,윤씨,1
11249,제나,1
11250,인디음악,1
11251,불면증,1
11252,줄기,1
11253,잔소리,1
11254,배아,1
11255,파서,1
11256,탕집,1
11257,언정,1
11258,남모르다,1
11259,바주,1
11260,현관,1
11261,양인,1
11262,밑바닥,2
11263,악한,1
11264,맘보,1
11265,손가락질,1
11266,타입,3
11267,스켄들,1
11268,ㅡㅡㅡ,1
11269,사위,3
11270,고도,2
11271,서혜진,1
11272,욥,1
11273,말상,1
11274,분다,1
11275,힘쓰다,1
11276,한대화,1
11277,성동일,1
11278,면알,1
11279,임패트있는분,1
11280,주랑,1
11281,발탁,1
11282,ㅋㅋㅋㅋㅋㅋㅉㅉ,1
11283,잠재,1
11284,잡아떼다,1
11285,잡티,1
11286,리액션,2
11287,장도리,1
11288,도환,2
11289,쇄골,1
11290,파도,1
11291,난동,1
11292,외치,1
11293,평등,1
11294,장만,1
11295,낙하,1
11296,××,1
11297,장모님,2
11298,낙,1
11299,내뱉다,1
11300,큰딸,2
11301,원상탸,1
11302,우아하다,2
11303,장백지,3
11304,엄텅,1
11305,색녀,1
11306,다다르다,1
11307,형제자매,1
11308,체인,1
11309,자원봉사,1
11310,2만원,1
