tweet	class
RT : Who do bitches take me for? &#128514;&#128514;&#128514;	1
RT :  typical coon activity	0
RT : If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.	1
RT : &#128514;&#128514;&#128514;bitch bye&#128530;	1
RT : And I thought I had a problem! #Oreos 	2
RT : The Mona Lisa could've been a bad bitch 	1
"RT : &#8220;: ""hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of&#8230;"	1
RT : Had to charge my ipod. Fuck the redskins.	1
RT : Holy fucking shit. Why is a game against a third string qb redskins team so gut wrenching	1
RT : Is everyone on the redskins lathered in oil? What the fuck?	1
"RT : That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking&#8230;"	1
"RT : Call my son ""nigger"": even respectable white ppl will be uncomfortable w/ you. Call him ""thug"":you probably can get off w&#8230;"	1
RT : &#8220;: That bitch cut me off.&#8221; Lmfaooooooooooo	1
RT : Juan likes black girls monday - wednesday, spanish girls thursday &amp; friday, &amp; white bitches on the weekend tbb	1
RT : why do bitches hate on another bitch relationship &#128129;	1
RT : after bitches get da dick they be dickmatized!	1
RT : oml i never questioned my nigga ab another bitch &amp; if the nigga ever said some shit like that! that nigga lied.	1
RT : Good pussy takes your mind off the struggles and stresses of everyday life	1
RT : It's a lot easier to let go of a girl if you find out she's been giving the pussy out like goodie bags at a birthday bash.	1
RT : When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.	2
RT : if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai&#8230;	1
RT : the weeknds fans are all the same person to me. half hoe/A quarter gothic/ a quarter hipster	1
RT :   That's what I call the bitch and block! If you fuck with someone stay and fight! She hit t&#8230;	1
RT :   The only thing that cunt talked about was me crying about the traffic jam. Knows nothing abou&#8230;	1
RT :   trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!	1
RT : &#8220;: &#8220;: She got the body of a faggot . #8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;	1
RT : Let me make this clear I don't need no fucking body! I don't need none of you whack ass hoes too be friend &#128564;	1
"RT : -  #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w&#8230;"	2
RT : NC's weather is seriously fucken retarded. How is it gonna be 40 something today and almost 80 Saturday	1
RT :  YESSS it's that one! Ooze! This nigguh! &#128514;&#128514; 	1
RT : When I make the paper ball into the trash can. &#128240;&#127936;&#128168; 	2
RT : When you eat food that's too hot and start breathing like a retarded dragon.	2
RT : Kicked the soul outta dis bitch 	1
RT : Amo a esa gente que me odia.. 	2
RT : If you love her hide your bitch so you keep shorty	1
RT : These hoes ain't loyal	1
RT : and if you ain't a ho, get up out my trap house	1
RT : Project hoes &#8220;: When Bitches Get That Income Tax They Do Shit Like This #8221;	1
RT : I aint got no problem chicks goin on vacay to the states to be hoes. Just declare ya AIDS at the border when ya come back	1
RT : CHILL!!!! RT : Tweet you don't like bitches wit short hair ya mentions gon be full of this #8230;	1
RT : - you a pussy I see yo whiskers!	1
RT : I am a California State Assemblywoman, but remain a proud  #unionmember -- celebrating #LaborDay weekend ho&#8230;	2
RT : Females always complaining about some shit niggas ain't doing right ....like bitches don't have flaws	1
RT : Anyone and everyone can have my ex. Fuck that hoe.	1
RT : Lmaoooo RT : When you break up with your bf and you gotta pull out your old hoe moves like 	1
RT : Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title d&#8230;	1
RT : That guy who you're so into and who is constantly an asshole to you doesn't give a damn about you beyond ur pussy	1
RT : Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant	1
RT : Eating pussy is dangerous bitches be trying to snap your fucking neck	1
RT : I need a ride or die bitch! 	1
RT : If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes	1
RT : Just cause i liked a photo from 32 weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to	1
RT : Lord help this bitch 	1
RT : This bitch feet been through 20 years of slavery 	1
RT : Weed louder than a Darkskin bitch in the club	1
RT : Well damn girl you a bad bitch now 	1
RT : When a bitch reads your message but doesn't respond 	1
RT : Im a bitch when Im hungry !	1
RT : I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;	1
RT :  u look like an all black persian rug. . with no designs on that bitch and couple nut stains dingy boy	1
RT : I wish it was appropriate to go around slapping bitches when they say stupid shit	1
RT : If he Can't hear that pussy Smacking then it ain't Wet enough!	1
"RT : "": Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;"""	1
RT : PND vocals so trash lmao	2
RT : Gay girls really do get more pussy than niggas &#128514;&#128069;&#127946;&#128175;	1
"RT : #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" #8230;"	2
RT : a nigga gone be a nigga im sorry, &amp; a hoe gone be a hoe regardless .	1
"RT : Kanye was like... ""If ANY of you bitches even THINK about attacking me in the elevator&#128527;"" "	1
RT : Unt really fucking suck this year... Smh how did they get right back to trash in one season	1
RT : BPG bitch	1
RT : Iggy got a fat ass but other than the bitch look like a flounder fish	1
RT : Pregnant S.E. Cupp&#8217;s classic response to &#8216;liberal dem&#8217; who calls her &#8216;chunky&#8217; &#8211; with bonus tweets  via&#8230;	2
RT : &#8220;: Hazel e looks like a bird... Her and kaep prolly related by nose and shit&#8221; thats why Berg wont ever make her DAT BIT&#8230;	1
RT : Free pancake day at ihop....side bitches finna finally get a date out a nigga	1
RT : When a bitch start looking at bae &#128530;&#128514; 	1
RT :  friendly reminder that you shouldn't try to have sex with birds	2
RT : &#8220;Kik me&#8221; ass hoes RT : Got an iPhone but it&#8217;s off ass bitches	1
RT : A bird doesn't sing because it has an answer, it sings because it has a song.~ 	2
RT : Life's a bitch. You've got to go out and kick ass. 	1
RT : &amp; when a nigga don't care if you leave it's cause he gotta another bitch he was tired of creeping w/ anyway !	1
RT : can't no bitch tell me a nigga NOT mines until she ready to tell me how tf he hers . &#128564;&#128075; it's levels to this shit ! &#128540;	1
RT : PROUDLY a racist. u dumb nigger	0
RT : You don't love her if you keep a couple other hoes on the side	1
RT :  dude last day, fuck it walk out that bitch	1
RT : 5sos are trash !	2
RT : That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;	2
RT : What's going down pussies?	1
RT : Oreo being adorable 	2
RT : If you don't RT cat tweets, you're just a big pussy	1
RT : Can't treat these hoes like ladies man...	1
RT : Knew a bad bitch but she was kinda slow	1
"RT : I heard ""Love Dont Love You"" by En Vogue at work lastnight .. Shit groovy as a bitch .."	1
RT : Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6.	2
RT : Ford. F-O-R-D, just a fancy name for a fag mobile	1
RT :  I do not love these hoes	1
RT : Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;	2
RT : You local ass bitch	1
RT : trash talked by many . hated by some . & guess how many fucks i give , its less than one .	1
RT :  I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;	0
RT :      start crying and stalking him faggot. I want to laff	0
"RT :   not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#8230;"	0
RT : Lmaooo The Cleveland G00n sent DRose to hell last night in his own home and this faggot  disappeared	1
"RT : ""Omg October is gonna be the best month ever"" Basic bitch"	1
RT : Luv n hip hop checks drying up bitches turning to insurance scams! 	1
RT : If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ...	0
RT : Rise of the planet of the apes 	2
RT : Nah, 2013 was trash RT : 2014 was so trash dawg	2
RT : I don't understand how so many Americans can hate on Obama for saluting with a latte. Nobody tells these swagfags anything abo&#8230;	1
RT :  I got 11 nuggets this time bitch. #CouldntBeHappier	1
"RT  I told u bout doing that &#128514;"": Some niggaz will say and PAY anything to get the pussy."" + must be you"	1
RT : Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .	1
RT : Derek Jeter and the  present Paul Konerko with a retirement gift. WATCH:  #8230;	2
RT : Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs  are 4th most among , behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;	2
RT : Overtime bitches.	1
RT : He's an idiot. RT : miserable trash excuse for a man 	2
RT : I want someone I can call my own without another bitch staking claim on him simultaneously.	1
RT : Got this bitch at work mad with me bc her ex BITCH on my dick &#128514;&#128514;&#128514;	1
RT : #Directioners, 1D's  &amp;  monkey around on set of #StealMyGirl video:  #8230;	2
"RT : "": ----&gt; tragedy smh RT : Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;"	0
RT : Every bad bitch comes with mood swings	1
RT : You suppose to keep your hoes from finding out about each other	1
RT :    yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.	2
RT : Liam Gallagher came to see me perform tonight. He said I was a mental cunt. That's fucking amazing.	1
"RT : #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash."	2
RT : Ctfu, nigga's only call you a bitch when you speaking the truth about em or they don't get they way &#128514;&#128514;	1
RT : OMG Hahaha best thing you will watch today. Milan Lucic is a crybaby bitch goon. F him and F the Bruins #8230;	1
RT : Look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there	1
"RT : . ""coon meat?!"" Made me ill to even type that. Racist much? "	1
RT : Tori better watch-out from her hoes..she's gonna get caught up &#128064;&#128064;&#128064;	1
RT : I have to pretend like I'm a cold hearted bitch and cut you off in an instant without a second thought, when actually I&#8230;	1
RT : Call da po po hoe.	1
RT : &#8220;:  you aint gon take a pic tho&#8221; &#128133; not scared to I'm in a Japanese steakhouse tho bitch was walking quick	1
RT : vintage mickey &#127800; 	2
RT : The world wouldn&#8217;t be as fun if hoes didn&#8217;t exist.	1
RT : I sell dope. I fuck hoes and make songs bout the shit. I rob niggas for they work and dont feel wrong bout the shit.	1
RT : NBC News projects Charlie Baker (R) wins Massachusetts Governor. 	2
"RT :   hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&#8230;"	1
RT : No bitch ass chick flick will ever be as sad as this movie 	1
"RT : All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice."	1
RT : Lol my wall of trust is so thick now. If I'm the biggest bitch you've ever met. You'll know why ;*	1
RT : Welcome to Good Burger, home of the Good Burger, can I fuck your bitch?	1
RT : We put a redneck in the White House it's gonna be the camo house.  &#128521;&#128514;	1
RT :  itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL #8230;	2
RT : It ain't nothing to cut that bitch off&#9986;&#65039;	1
RT : Back in this bitch	1
RT : This bitch went full on retard 	1
RT : When I make the paper ball into the trash can 	2
RT : When your trying to resist the urge to smack a bitch 	1
RT : BREAKING: Charlie Crist files emergency motion for a mulligan.	2
RT : Youzza bitch	1
RT : When someone's phone goes off in the cinema I want to jump across the seats and fly kick dat bitch.	1
"RT : ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe"""	2
RT : Ever leave me around your bitch I&#8217;mma get her stoned.	1
RT : trying so hard to resist the urge to smack a bitch 	1
RT : #projectdrugs&amp;bitches	1
RT : They trash... RT : Pointless Bitches In The Club RT : Smfh 	1
RT : A bitch a get chalked b4 I catch feelings	1
RT : Damn hoes askin niggas do I smoke.... No bitch u not getting smoked out tonight	1
RT : If I did smoke I would not be smokin hoes out... Less they gettin fucked on	1
RT : If yo hoe choose.. Let her choose fuck her friend or her momma	1
RT : &#8220;: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; #8230;	1
RT : 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy 	1
RT : You got niggas and I got bitches.	1
RT :  you're a fucking pussy. And no this isn't a joke you girly little bitch.	1
RT : Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli #8230;	2
RT : Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb 	2
RT : Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb 	2
RT : Slowly moving down the list in bs and hoes .... I already know Nolan and Lamar stock is rising lol	1
RT : Basic bitch starter pack 	1
RT :  cranberry juice niggah ... 100% cranberry with vitamin c ... You'll piss it out	1
RT : #MigosConcert was turnt af last night but  shut that bitch down wit #hotnigga frfr	1
RT : Dumb bitch	1
RT :   if u ain't making music for me to sip Henny to u a bitch so Maco winnin if he from a island no f&#8230;	1
RT : Oomfs teeth are quite yellow&#128514;&#128128;&#128128; 	2
RT : In conclusion, Lois Lerner is a giant bitch.	1
RT : cc: Rosemary Lehmberg RT : &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest 	1
RT : Win % since pile of trash  went to New Orleans: #Buffalo:1.000 #NewOrleans:0.0000000000000 #FuckByrd #WhoNe&#8230;	1
RT : My favorite shark is megaldon, my least favorite is a mud shark. They are the worst	2
RT : You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again	1
"RT : When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;"	2
RT : Happy birthday bitch  	1
RT : Charlie Rangel Re-Writes History: On GOP &#8220;They Think They Won The Civil War&#8221; 	2
RT  Wipe the cum out of them faggot RT  Contact lens is wildin can't see shit	1
RT : Ready to slay these bitches and im not even half way thew my soak 	1
RT : &#8220;: &#8220;: &#8220;: This bitch is awesome &#128588; #8221;need this	1
RT : ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.	2
RT :  I go on Drudge Report every day now hoping to see a story about your tranny army	2
RT : And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!	2
RT : Yes, the bird tweets in the morning are lovely but remember, what you're hearing is: BIRD COCK HERE! GET SOME ROCK HARD BIRD&#8230;	1
RT : this dumb bitch said....RT  No matter what a man says the only way he'll truly respect you is if u hold out sex	1
RT : &#8226;not all black girls are ghetto though	2
RT : I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy	1
RT : &#8220;: But it's some bad bitches on backpage ... You might find one of yo followers on there too &#128064;&#128064; &#128056;&#9749;&#65039;#WhereTheyAtDo&#8230;	1
RT : &#8220;: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO	0
"RT : Fam RT : ""It ain't nothin to cut that bitch off"" --- Vincent Van Gogh"	1
RT : Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!	2
RT : Apartheid. &#8220;: pedestrian check = show me your freedom papers you darkies.&#8221;	0
RT : Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;	2
RT : Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.	1
RT : 50' 2nd yellow card issued for Temple	2
RT : Cheating on a good woman is like eating out of the trash instead going out for steak. #truth	2
RT : Kim Kardashian had a baby...in more important news, I took out the trash last night.	2
RT : Monday, what's up you ugly bitch?	1
RT : One man's trash is another man's girlfriend.	1
RT : hearing a bitch tell a story and all u can think is &#8220;lie lie lie&#8221; &#128530;	1
RT : rt if ur a sassy ass bitch	1
RT : Are you in London this evening? Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;	2
RT : Coming soon on a bitch nigga!!!!! #MONSTERtape 10.28 	1
"RT : &#128557;&#128557;&#128557;&#128557; RT : When dykes hear ""ladies free before 10"" "	1
RT : This bitch is fucking insane. &#8220;: 2) what is a sentence that describes you in 5 words?&#8221;	1
RT : #NoFilter I been getting money I ain't worried 'bout a ho, No matter the occasion I'ma always get the dough &#128539; #8230;	1
RT : Shy girls are cute	2
RT : #ShoutOut to ChrisBrown for beating up another bitch	1
RT : This tall goofy bitch just walked in the club, sit your Britney Griner lookin ass down	1
RT : Happy birthday freshman faggots  	0
"RT :  real ""lil""...bitch you short as fuck"	1
RT :   &#9995; he has a date, hoe.	1
RT : shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039;   #8230;	1
RT : Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;	2
RT : Got 99 cookies because a bitch ate one.	1
RT : Time to go to the studio and make really good music so I can act like I don't know the bitches that flexed on me since&#8230;	1
RT : This really how bitches be to.. Lmfao.. &#128514; 	1
RT :  fix the fucking snipers you retarded piece of shit. Fucking overpowered as fuck. They aim down faster then ...	1
RT : If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer.	0
RT : zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.	1
RT : If a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an I don't fucks with you real wr&#8230;	1
RT : This hoe ass ref got hit and fined the fighters	1
RT : &#8220;: sucha hoe&#8221; 	1
"RT : "": When I see a girl wit her nigga, I be like bitch bet I can snatch from you but I ain't even gone do it. Lol""&#8230;"	1
"RT : "": On mammas ig aint ready for ma #wcw's .. I got sum bad bitches up ma sleeve boi lol"" Magician ass nigga lmao"	1
"RT : "": She threw me that pussy bt i neva caught it"" gay"	1
RT :       I fuck with all yaw. Yaw all my nigs	1
RT : I googled her number and found she was a hoe	1
"RT : I hate when bitches say ""That ain't cute"" lol did I say I was trynna be cute"	1
RT : Only ugly girls can fight. Pretty bitches have no hands lol	1
RT : Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;	1
RT : I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut	1
RT :      So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;	2
RT : Schools a bitch	1
RT : My last bitch was 18...bitch came in da trap tryna Vine da Dope fuh likes...her funeral was 3 days after dat	1
"RT : ""I never talk to anybody!"" *has dinner with family* ""I hate everyone!"" *defends 45 people when I call them cunts*"	1
RT : Fvck friends &amp; fvck hoes	1
RT : This Sam guy is a fucking pussy.	1
RT : Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y&#8230;	2
RT : How ghetto girls start their fights &#128514; 	1
RT : If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&#128514;	1
RT : like if you're a bitch, own it and be a bitch. But just cuz you got some flower emojis in some tweets doesn't mean you're som&#8230;	1
RT : i know what color my skin is. you can stop with the friendly reminders bitch.	1
"RT : When Kendrick Lamar said ""I call a bitch a bitch, a hoe a hoe, a woman a woman."" I knew he was onto something. He was pre&#8230;"	1
RT : If you're a hoe, don't expect princess treatment...	1
"RT : My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;"	2
RT : Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; 	1
RT : Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend  http&#8230;	2
RT :  sheeeeeit you tell me! I wana fat bitch that smell like bologna &#128525;&#128553;	1
RT  FELLAS TAKE NOTE RT : Eating pussy keeps your lips soft. (;	1
RT : I don't fuck wit fake hoes all I touch is J-Los	1
RT : &#8220;: #8221; ooooo give this one to the hot pocket hoe #AAMU	1
RT : But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??	2
RT : Good pussy&#128049;&#128166; Is like a drug&#128138;&#128553;&#128079;	1
RT : &#8220;: The Power Thrust #8221;he really in that hoe omg &#128514;&#128514;&#128527;	1
RT : Insecurities are such a bitch.	1
RT : &#8220;: I already know you trash if being tatted is on the list of things you want in a nigga..&#8221; Off top.	1
RT : Bastino is my niggah&#128661;	1
"RT : It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &#128530;"	1
RT : Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole	0
RT : Wyd hoe bucket&#8220;:  heyyy&#8221;	1
RT : Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;	2
RT : Still wishin all of my old hoes the best	1
"RT : "": ""Ayo take this pic for me fam"" ""You think the bitches gon fuck with this pic?"" "" LMA&#8230;"	1
RT : make sure her titties out RT : Bouta take a pic of her laying on me like the side bitches do	1
RT : Word. And it don't make u a hoe RT : It's okay to have sex on first date long as the feeling is mutual	2
"RT : Just swing "": ""That's why I fucked yo bitch."" I mean...what can you say back to that?"""	1
RT : Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. #8230;	2
RT : I text bitches at 11:12 ..... Make they wish come true ;)	1
RT : Look at u now u pregnant stupid bitch lol	0
RT : So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;	1
RT : I gota hand fulla brothers Trek gang bitch we hustle	1
RT : I love pussy	1
RT : Bitch you're retarded RT : Men that cook should wear panties too&#8221;	1
RT : hoes be mad at you cause your nigga wanted you over her &#128564;	1
"RT : Who got time to be ""having dem hoes""!? That's aint wassup no more"	1
RT : I envy bitches with long, full eyelashes &#128532;	1
RT : Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.	2
RT : Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;	1
RT : How to get bitches 	1
RT : RT  I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...	1
RT : That shit could break you down if you lose a good girl I guess you need a bad bitch to come around and make it up	1
RT : Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.	2
RT : &#8220;:  you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;&#8221;&#128514;&#8230;	1
"RT : ""I didn't sell my pussy for $65.....it was $80!!!"" "	1
RT : RT : All that weave turning you bitches into horses 	1
"RT : "": These bitches crazzzyyyyyy"" maaannnnn"	1
RT : I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;	2
RT : Everybody fckn everybody bitch &amp; everybody with the shit, that's life	1
RT : Now when a bitch try to suck the strap that's when she getting kicked out	1
RT : Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ...	1
RT  Either bitches fake gay or fake happy	1
RT : Vin Scully once called me a camel jockey. #liesaboutvinscully	0
RT : Eat that pussy from the back and slide two fingers in...	1
RT : If that pussy good, umma moan when um eating it.	1
"RT : Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514; "	1
RT : fake eyelashes are okay if they look natural, but some of you bitches look like you gonna take flight if you blink too fa&#8230;	1
RT : Foh RT :  lmao 6&#8242;0 but I&#8217;m hella skinny so bitches don&#8217;t like me	1
RT : Most of these niggas go broke for these hoes !!	1
RT : Check ya bitch	1
RT : Let me tell u funky bitches bout a pimp name c. I ain't payin for no pussy and my dick ain't free	1
"RT : my ""bitch stfu"" game strong asf '"	1
RT : I can't wait to see the new planet of the apes.	2
RT : Denial is a bitch #youresilly	1
RT : I just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs, giggles, and RTs	1
RT : Its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant	1
RT : Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;	1
RT : So damn sick of that damn lie smfh&#8230;Skinny girls look like iphones when they jeans come off bitch stop lying!!	1
RT : Twitter was fye when niggas used to go in on Trending Topics&#8230;now its just recycled tweets and hoes screaming they want loy&#8230;	1
RT : &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; ! &#8226; 	2
RT : Lol Rahshauna has hoes	1
RT : &#8220; I got some lightskin pussy one time and the bitch damn near had me bout to propose.&#8221; had some I had to immediately&#8230;	1
RT : Ill break a Bitch down, like the pussy she is.	0
RT : Waka gone kill dat hoe lol	1
RT : If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?	1
RT : these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!	1
RT :  haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x	2
RT : Throw it up! Like a pizza! Get stirring in that pussy like a feature &#128514;&#128514;&#128514;  	1
RT : bitch mcconnell has been a 30-year parasite and we can not afford him any longer. , Vote 	1
RT : All the money in the world couldn't get you a real bitch. #priceless	1
RT : Hate when bitches be havin that big gap in they boobs &#128553;&#128514; shit look ooberly childish &#128514;	1
RT : No thanx, I'm on a diet RT&#8220;: &#127850; RT : I love salad RT&#8220;: Anyway fuck you hoes, eat a salad.&#8221;&#8221;	1
RT : i got hoes i got hella hoes&#128520;&#128111;&#128514;	1
"RT : Hahahaha RT : When her pussy better than you expected it to be """	1
RT : I cannot be worried 'bout no bitch.	1
RT : &#128514;&#128514;&#128514;&#128514; RT &#8220;: How ghetto girls pronounce there names... I could cry right now oh my god #8221;	1
RT : City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts 	1
RT : Treat good girls like a queen and treat hoes like garbage	1
RT : If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like	1
RT : My dick is called Abusive Cat Owner because it always beats the pussy up.	1
RT : My dick is called Batman because bitches love it when my Dark Knight rises.	1
RT : My dick is called Cute Relationship because it's what all bitches really want.	1
RT : My dick is called Eggo because bitches never wanna leggo my Eggo.	1
RT : My dick is called Eggo because bitches never want to leggo my Eggo.	1
RT : My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass.	1
RT : What lonely hoe made this? 	1
RT : My dick is called Nintendo Cartridge because bitches blow it before they stick it in.	1
RT : My dick is called Offensive Joke because some bitches get hurt when it goes too far.	1
RT : After ya girl walks in ya crib and has hoes for ya niggas. 	1
RT : You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;	0
RT : Bitches be 14, 15 acting 21&#128129;&#128129; Throwing the pussy like they 32&#128105; Turning up &#128070; like they 25 &#128111;&#128111; But can't pass algebra 1?&#128557;&#128514;&#128128;&#9995;	1
RT : Chris Brown reached maximum level of Icy with this hoe. 	1
RT : boats and hoes.	1
RT : &#8220;:  it's a sleepover? Can I come robe?&#8221; Only if that bitch silk... &#128541;	1
RT : Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;	2
"RT : Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ..."	1
RT : &#8220;: Two bad bitches giving me head at the same dam time...... #oldPICS LOL #8221;&#128514;&#128514;&#128514;&#128514;&#128514; aww&#8230;	1
RT :  bitch u been addicted to this for 2 years lmaoo	1
RT : WHO IS SHE? Ill fight her bestie RT : Then this bitch in my class wanna copy my homework off blackboard disc&#8230;	1
"RT : When a bitch comment on my nigga pic like ""u so fine&#128571;&#128571;"" I @ em thirst buckets back and be like ""thanks&#128573;"""	1
RT :  only bitch round here is the one I&#8217;m tweet&#8217;n &#128564;&#128564;&#128564;&#128564;	1
